"id","text","country"
"id14877","A woman deposed that she lived near the beach and was standing at the door of her cottage, waiting for the return of the fishermen, about an hour before she heard of the discovery of the body, when she saw a boat with only one man in it push off from that part of the shore where the corpse was afterwards found.","CAN"
"id04796","But here's a funny thing.","GER"
"id05932","Are not the starry worlds that, from the abyss of nonentity, burst hourly forth into the heavens are not these stars, Agathos, the immediate handiwork of the King?","USA"
"id03968","He looked up to her as his guide, and such was his adoration that he delighted to augment to his own mind the sense of inferiority with which she sometimes impressed him.","CAN"
"id05279","The place is a remote, lonely elevation in that part of the Catskills where Dutch civilisation once feebly and transiently penetrated, leaving behind as it receded only a few ruined mansions and a degenerate squatter population inhabiting pitiful hamlets on isolated slopes.","GER"
"id07066","It was a vast undulating plain, mostly covered with seaweed, and strown with the shells of small molluscs.","GER"
"id06537","That consideration made me breathless with anguish, and impressing itself on my imagination I was unable for a time to follow up any train of ideas.","CAN"
"id07898","Of what his clothing consisted I could hardly tell, for it seemed to me no more than a mass of tatters surmounting a pair of high, heavy boots; and his lack of cleanliness surpassed description.","GER"
"id27844","His depression and anxiety fled; he became all life and activity.","CAN"
"id17806","""I continued for the remainder of the day in my hovel in a state of utter and stupid despair.","CAN"
"id09145","""Then I grew angry and cursed, with the curse of silence, the river, and the lilies, and the wind, and the forest, and the heaven, and the thunder, and the sighs of the water lilies.","USA"
"id12377","Obviously, the besieDEs had brought some ponderous object into play as a battering ram.","GER"
"id11911","I always required the stimulants of companionship and applause.","CAN"
"id14565","Art the Arts arose supreme, and, once enthroned, cast chains upon the intellect which had elevated them to power.","USA"
"id13927","I spoke to him frankly upon the subject; and, to my surprise, his interest seemed vividly excited.","USA"
"id10067","V. Yes to avoid confusion.","USA"
"id03543","That the path of our sun along such a circumference that the direction of our system in such an orbit would, to any human perception, deviate in the slightest degree from a straight line even in a million of years, is a proposition not to be entertained; and yet these ancient astronomers were absolutely cajoled, it appears, into believing that a decisive curvature had become apparent during the brief period of their astronomical history during the mere point during the utter nothingness of two or three thousand years How incomprehensible, that considerations such as this did not at once indicate to them the true state of affairs that of the binary revolution of our sun and Alpha Lyrae around a common centre of gravity April .","USA"
"id13414","I only wonder that at that moment, instead of venting my sensations in exclamations and agony, I did not rush among mankind and perish in the attempt to destroy them.","CAN"
"id09872","I was by no means certain that he had noticed the sounds in question; although, assuredly, a strange alteration had, during the last few minutes, taken place in his demeanor.","USA"
"id08829","But what frightened me most was that flaming column; spouting volcanically from depths profound and inconceivable, casting no shadows as healthy flame should, and coating the nitrous stone above with a nasty, venomous verdigris.","GER"
"id19119","Before I could recover my scattered wits he had relaxed his clutch on my shoulder and dashed wildly inland toward the street, reeling northward around the ruined warehouse wall.","GER"
"id26216","Even had its outlines been unfamiliar we would have desired it, but as we looked more closely we saw that it was not wholly unfamiliar.","GER"
"id14101","Her tall slim figure bent gracefully as a poplar to the breezy west, and her gait, goddess like, was as that of a winged angel new alit from heaven's high floor; the pearly fairness of her complexion was stained by a pure suffusion; her voice resembled the low, subdued tenor of a flute.","CAN"
"id10596","Just at this time Adrian came down to us; his eaDE looks shewed us that he was full of some scheme.","CAN"
"id12686","He then proceeded to meet him, and gave the Wellingtons a rub or two with his wool.","USA"
"id18632","The more common conclusion, however, was that the affair was, simply, X traordinary and in X plicable.","USA"
"id18698","Clearly, as I realised a moment later, it was the pastor; clad in some peculiar vestments doubtless introduced since the Order of Dagon had modified the ritual of the local churches.","GER"
"id03551","When I looked around I saw and heard of none like me.","CAN"
"id17360","There was one resource left me yet.","USA"
"id22244","With becoming modesty, he forebore, nevertheless, to touch upon the theme I had just then most at heart I mean the mysterious circumstances attending the Bugaboo war and, on my own part, what I conceive to be a proper sense of delicacy forbade me to broach the subject; although, in truth, I was exceedingly tempted to do so.","USA"
